Mouse_identifier,Cage.No,Sex,P.C.F,Diet.Code,Sequence_run_identifier,Energy.density,Energy,Prot.in.diet,CHO.in.diet,Fat.in.diet,eaten,eaten.P,eaten.C,eaten.F,eaten.energy,Mouse_DNAsample_identifier,Mouse_biologicalsample_identifier,Biological.sample,Lachnospiraceae,Clostridiaceae,Deferribacteraceae,Ruminococcaceae,Bacteroidaceae,Eubacteriaceae,Clostridiales,Enterobacteriaceae,Rikenellaceae,Thermoactinomycetaceae,Lactobacillales,Porphyromonadaceae,Oscillospiraceae,Paenibacillaceae,Verrucomicrobiaceae,Peptococcaceae,Anaeroplasmataceae,Bacillaceae,Acholeplasmataceae,Lactobacillaceae,Clostridia,Thermoanaerobacteraceae,Streptococcaceae,Planococcaceae,Bacillales,Catabacteriaceae,Aerococcaceae,Bacteroidales,Mollicutes,Spirochaetaceae,Desulfovibrionaceae,Erysipelotrichaceae,Heliobacteriaceae,Enterococcaceae,Carnobacteriaceae,Peptostreptococcaceae,Nocardiaceae,Prevotellaceae,Lumbricoplasmataceae,Rhodobacteraceae,Actinobacteria,Staphylococcaceae,Pseudomonadaceae,Moraxellaceae,Acetobacteraceae,Hyphomicrobiaceae,Spiroplasmataceae,Alcaligenaceae,Sphingobacteriaceae,Veillonellaceae,Acidaminococcaceae,Desulfobacteraceae,Halanaerobiaceae,Alteromonadaceae,Syntrophaceae,Haloplasmataceae,Coriobacteriaceae,Bradyrhizobiaceae,Pasteurellaceae,Xanthomonadaceae,Desulfobulbaceae,Natranaerobiaceae,Myxococcaceae,Alicyclobacillaceae,Vibrionaceae,Micrococcaceae,Succinivibrionaceae,Cardiobacteriaceae,Bifidobacteriaceae,Sphingomonadaceae,Oxalobacteraceae,Microbacteriaceae,Rhizobiaceae,Comamonadaceae,Brucellaceae,Pelobacteraceae,Shewanellaceae,Listeriaceae,Syntrophomonadaceae,Cytophagaceae,Rhodospirillaceae,Solibacteraceae,Aeromonadaceae,Brevibacteriaceae,Chromatiaceae,Flavobacteriaceae,Parvularculaceae,Streptomycetaceae,Geobacteraceae,TM7,Gordoniaceae,Thermaceae,Chroococcales,Neisseriaceae,Syntrophobacteraceae,Synergistaceae,Firmicutes,Pseudomonadales,Halomonadaceae,Rickettsiaceae,Rhodocyclaceae,Marinilabiaceae,Desulfuromonadaceae,Campylobacteraceae,Pseudoalteromonadaceae,Piscirickettsiaceae,Ferrimonadaceae,Saprospiraceae,Gammaproteobacteria,Deinococcaceae,Sinobacteraceae,Corynebacteriaceae,Graciibacteraceae,Sporolactobacillaceae,Oscillatoriales,Colwelliaceae,Entomoplasmataceae,Thermosporotrichaceae,Fusobacteriaceae,Nostocaceae,Rickettsiales,Bdellovibrionaceae,Actinomycetaceae,Cellulomonadaceae,Thiotrichaceae,Thermoanaerobacterales,Alcanivoracaceae,Sphingobacteria,Oceanospirillales,Caulobacteraceae,Burkholderiales,Mycoplasmataceae,Clostridiaceae unclassified,Holophagaceae,Bacillaceae unclassified,Bacteroidaceae unclassified,Sutterellaceae,Lactobacillaceae unclassified,Leuconostocaceae,Chlorobiaceae,Acidobacteriaceae,Nitriliruptoraceae,Burkholderiaceae,Gemmatimonadaceae,Propionibacteriaceae,Coxiellaceae,Intrasporangiaceae,Rubrobacteraceae,Oceanospirillaceae,Stapylococcaceae,Oscillatoriaceae unclassified,Conexibacteraceae,Pleurocapsaceae unclassified,Thermoanaerobacteraceae unclassified,BRC1,Desulfonatronumaceae,Flammeovirgaceae,Prochlorococcaceae,Stigonemataceae unclassified,Scytonemataceae,Chroococcaceae unclassified,Methylobacteriaceae,Cryomorphaceae,Leptospiraceae,Idiomarinaceae,Nannocystaceae,Flavobacteriaceae unclassified,Thermolithobacteraceae,Helicobacteraceae,Celerinatantimonadaceae,Pasteuriaceae,Phyllobacteriaceae,Rickettsiaceae unclassified,Parachlamydiaceae,Desulfohalobiaceae,Methylococcaceae,WS3,Oscillochloridaceae,Nocardiopsaceae,Thermodesulfobiaceae,Nocardioidaceae,Puniceicoccaceae,Methylophilaceae,Hydrogenothermaceae,Acidithiobacillaceae,Cyanobacteria,Elusimicrobiaceae,Halobacteroidaceae,Dietziaceae,Hydrogenophilaceae,Bacteriovoracaceae,Sanguibacteraceae,Pseudonocardiaceae,Cyclobacteriaceae,Beijerinckiaceae,Desulfomicrobiaceae,Gallionellaceae,Nitrospinaceae,Total reads
152,93,M,14/29/57,SF09-062,TRTL_0211_52,3 kcal,MED,1760.33,3640.08,7154.64,3.38,5.94,12.3,24.17,42.41,152_cecum_1,152_cecum,cecum,16.91,18.33,0.01,5.8,34.12,7.78,1.36,0.44,5.66,0.08,0.3,1.92,0.22,0.28,1.88,1.8,0,0.28,0,0.31,0.01,0.06,0.3,0.14,0,0.06,0.05,1.05,0.22,0,0.01,0.01,0,0,0,0,0,0.35,0.06,0,0,0,0.01,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976
153,96,F,14/57/29,SF09-065,TRTL_0211_53,3 kcal,MED,1760.33,7154.64,3640.08,2.72,4.79,19.45,9.9,34.14,153_cecum_1,153_cecum,cecum,11.5,12.7,14.16,6.23,34.3,5.56,2.84,0.14,3.36,0.08,0.66,1.02,0.98,0.46,0.08,2.35,0,0.79,0,0.66,0.06,0.01,0.14,0.21,0,0.09,0.02,0.41,0,0.09,0.01,0.49,0,0.01,0,0.01,0,0.45,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10743
154,98,F,42/29/29,SF09-068,TRTL_0211_54,3 kcal,MED,5280.97,3640.08,3640.08,2.56,13.5,9.3,9.3,32.11,154_cecum_1,154_cecum,cecum,6.25,22.67,6.17,4.34,38.22,2.51,2.39,0.6,6.55,0.03,0.33,2.2,0.52,0.14,1.29,0.68,0.23,0.33,0.17,1.26,0.09,0.02,0.11,0.1,0.03,0.03,0.01,0.47,0.26,0,0.02,0.07,0.01,0,0.02,0.01,0,0.24,0.09,0.01,0,0,0.01,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10113
155,99,M,23/38/38,SF09-071,TRTL_0211_56,3 kcal,MED,2891.96,4769.76,4769.76,3.66,10.58,17.45,17.45,45.48,155_cecum_1,155_cecum,cecum,10.84,12.49,27.09,7.85,17.9,3.87,2.06,0.71,8.02,0,0.72,0.68,0.8,0.27,0.24,0.64,1.29,0.43,0.81,1.04,0.14,0.03,0.35,0.19,0.02,0.03,0.03,0.33,0.27,0.1,0,0.02,0.09,0.02,0.02,0,0,0.38,0.07,0.02,0,0,0.01,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693
156,100,F,23/38/38,SF09-071,TRTL_0211_56,3 kcal,MED,2891.96,4769.76,4769.76,2.78,8.04,13.26,13.26,34.56,156_cecum_1,156_cecum,cecum,9.57,21.75,10.21,4.66,30.77,1.84,0.68,3.6,9.33,0.14,0.39,0.48,1.03,0.25,0.79,0.06,0.59,0.31,0.02,1.59,0.15,0.04,0.26,0.08,0,0.04,0.04,0.48,0.12,0,0.01,0.03,0.03,0,0,0.01,0,0.15,0.04,0.03,0,0,0.02,0,0,0,0,0.3,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11470
159,102,F,60/20/20,SF09-045,TRTL_0711_1,4 kcal,High,10059.01,3347.2,3347.2,2.13,21.39,7.12,7.12,35.62,159_cecum_1,159_cecum,cecum,0.56,55.35,0.01,0.56,1.2,4.24,0,0.01,0,0.04,0,0.34,0,0.08,0,0.05,0,0.52,0.05,8.95,0,0,0.05,0,0,0.04,0,0,0.01,0,0,25.43,0,0.02,0.03,0.02,0,0,0,0,0.02,0,0.11,0,0,0,0.02,0,0,0.26,0,0,0,0,0.01,0.02,1.03,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,22573
160,103,M,5/75/20,sf09-048,TRTL_0711_2,4 kcal,high,838.25,12552,3347.2,2.63,2.21,33.06,8.82,44.08,160_cecum_1,160_cecum,cecum,1.69,63.16,0.14,2.04,8.87,1.9,0,0.56,0.08,0.07,0,5.6,0.13,0.15,0.31,0.18,0.02,0.16,0.03,1.61,0,0.1,0.06,0.11,0,0.02,0.05,0,0,0.01,0.01,5.55,0,0.03,0.02,0,0,0.25,0.36,0,0.1,0,0.13,2.63,0,0,0,0,0,0.6,0,0,0.01,0,0,0,0.02,0.01,0,1.01,0.01,0,0,0.01,0.04,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.33,0,0.01,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20947
161,107,M,33/48/20,SF09-054,TRTL_0711_3,4 kcal,HIGH,5532.46,8033.28,3347.2,2.96,16.37,23.77,9.9,50.04,161_cecum_1,161_cecum,cecum,0.59,89.22,0,0.9,0.49,0.33,0,0.03,0.08,0.04,0,2.34,0,0.05,0.2,0.09,0.01,0.06,0.01,2.29,0,0,0.15,0.01,0,0.01,0.01,0,0,0,0,1.17,0,0.13,0.03,0,0,0,0.03,0.01,0,0,0.85,0,0,0.02,0,0,0,0.06,0,0,0.01,0,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.16,0.01,0.02,0,0.08,0,0.36,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26088
162,110,F,33/20/48,SF09-057,TRTL_0711_4,4 kcal,HIGH,5532.45,3347.2,8033.28,2.35,13.01,7.87,18.89,39.78,162_cecum_1,162_cecum,cecum,13.48,29.75,0.36,9.3,5.86,10.73,0,0.25,0.27,0.69,0,5.5,0.13,1.03,0,0.44,0.04,0.92,0.04,8.92,0,0.06,0.69,0.65,0,0.15,0.06,0,0,0.04,0.02,0.08,0,0.23,0.1,0.02,0,0.19,0.61,0.08,0,0.02,0.84,0.02,0,0,0,0,0,0.04,0,0,0.02,0,0,0.02,0.02,0,0,0,0.1,0,0,0.25,0,0,0.59,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0.02,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,2.56,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4763
163,112,F,5/48/48,SF09-060,TRTL_0711_5,4 kcal,HIGH,838.25,8033.28,8033.28,2.8,2.35,22.49,22.49,47.33,163_cecum_1,163_cecum,cecum,13.59,29.28,0.56,9.62,5.61,10.92,0,3.07,0.74,0.06,0,6.86,0.2,0.51,0.02,1.63,0,0.8,0.13,3.74,0,0.15,0.2,0.72,0,0.06,0.04,0,0,0,0,1.97,0.11,0.02,0.26,0,0,0.06,0.08,0,0,0.02,0.74,0.02,0,0.02,0,0.06,0,0.02,0,0,0,0,0,0.15,0,0,0,5.34,0,0,0.01,0.05,0,0.03,0.11,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,2.07,0,0.03,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20356
164,113,M,14/29/57,SF09-063,TRTL_0711_6,4 kcal,HIGH,2347.1,4853.44,9539.52,3.64,8.53,17.64,34.68,60.85,164_cecum_1,164_cecum,cecum,4.09,70.04,0.74,3.03,0.42,3.17,0,1.16,0.1,0.02,0,1.66,0.04,0.16,0.15,0.19,0.15,0.19,0.05,1.4,0,0.07,0.2,0.15,0,0.01,0,0,0,0,0,0.47,0,0,0,0,0,0.01,0,2.75,0,0,0.07,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0.66,0,0,0.01,0,0.01,0,0.09,0,0.02,0,0.06,0.02,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0,0.02,0.74,0,0.01,0,0,0.01,0,0,0,0,0.26,0,0,0,0.2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.07,0.01,0,0,8025
165,114,F,14/29/57,SF09-063,TRTL_0711_7,4 kcal,HIGH,2347.1,4853.44,9539.52,2.6,6.11,12.64,24.84,43.6,165_cecum_1,165_cecum,cecum,11.77,58.07,1.5,7.26,1.19,6.06,0,0.45,0.36,0.15,0,3.45,0.1,0.52,0,1.01,0.1,0.39,0.19,2.26,0,0.1,0.16,0.22,0,0.1,0,0,0,0,0.01,1.07,0.01,0,0.07,0,0,0.26,0.42,0,0,0.01,0.16,0.01,0,0.01,0,0,0,0.04,0,0,0,0,0,0.01,0.04,0,0,0.02,0,0,0.02,0.04,0,0,0.16,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.2,0,0,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021
166,115,M,14/57/29,SF09-066,TRTL_0711_8,4 kcal,HIGH,2347.1,9539.52,4853.44,2.77,6.49,26.4,13.43,46.32,166_cecum_1,166_cecum,cecum,1.03,95.32,0.1,0.78,0.28,0.54,0,0.04,0.04,0.01,0,0.73,0.03,0.08,0,0.04,0.13,0.04,0.07,0.08,0,0.02,0.06,0.05,0,0.02,0,0,0,0,0,0.24,0,0,0,0,0,0.02,0,0.01,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15681
167,116,F,14/57/29,SF09-066,TRTL_0711_9,4 kcal,HIGH,2347.1,9539.52,4853.44,2.29,5.38,21.85,11.11,38.34,167_cecum_1,167_cecum,cecum,6.36,42.04,0.77,3.99,1.87,5.56,0,0.5,0.15,0.12,0,16.64,0.06,0.69,0,0.85,0.03,0.41,2.37,1.31,0,0.06,0.52,0.18,0,0.13,0.05,0,0,0.01,0.01,0.7,0,0,0.05,0,0,0.17,0.4,0,0.01,0,5.78,0,0,0,0,0,0.01,0.17,0,0,0.01,0.01,0,0.02,0,0,0,5.65,0,0,0,0.02,0.1,0.01,0,0,0.08,0,0,0,0,0.09,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.49,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016
168,117,M,42/29/29,SF09-069,TRTL_0711_10,4 kcal,HIGH,7041.3,4853.44,4853.44,2.48,17.48,12.05,12.05,41.58,168_cecum_1,168_cecum,cecum,1.23,67.48,0.04,2.28,6.27,1.36,0,0.03,0.29,0.01,0,10.81,0.03,0.13,0.4,1.11,0,0.16,0.18,2.15,0,0.01,0.09,0.03,0,0.02,0.02,0,0.01,0,0,4.65,0,0.01,0.01,0,0,0.19,0.05,0,0,0,0.13,0,0,0.01,0.01,0.01,0,0.04,0,0,0,0,0,0,0.07,0.01,0,0.02,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.27,0,0.03,0.14,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,19784
169,121,M,60/20/20,SF09-043,TRTL_0711_11,2 kcal,LOW,5029.5,1673.6,1673.6,3.32,16.7,5.56,5.56,27.82,169_cecum_1,169_cecum,cecum,4.71,12.19,1.36,9.34,9.67,8.87,0,0.58,3.43,0.11,0,30.47,0.84,0.31,12.52,0.11,0,0.32,0.02,0.61,0,0.17,0.14,0.4,0,0.02,0.01,0,0,0.02,0.05,0,0,0,0.02,0,0,0.32,0.02,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0.02,0,0.01,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.42,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074
170,122,F,60/20/20,SF09-043,TRTL_0711_12,2 kcal,LOW,5029.5,1673.6,1673.6,2.8,14.09,4.69,4.69,23.47,170_cecum_1,170_cecum,cecum,4.08,8.06,7.96,12.62,16.4,13.35,0,0.46,3.04,0.29,0,20.27,0.55,0.25,3.35,1.02,0.05,0.33,0.03,0.13,0,0.07,0.13,0.39,0,0.02,0.02,0,0,0.13,0,0.01,0.01,0,0.02,0,0,0.11,0,0,0,0,0.14,1.48,0,0.01,0.01,1.3,0,0.01,0,0,0,0,0,0,0.01,0,0,0.11,0.01,0,0.01,0.02,0,0.04,0.55,0,0.01,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.76,0,0.02,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18639
171,125,M,33/48/20,SF09-052,TRTL_0711_13,2 kcal,LOW,2766.23,4016.64,1673.6,4.07,11.25,16.34,6.81,34.4,171_cecum_1,171_cecum,cecum,13.03,13.84,4.96,18.75,4.43,20.14,0,2.04,0.54,0.4,0,4.6,0.49,0.53,0.86,0.69,1.35,3.11,0.04,0.1,0,0.05,0.15,0.61,0,0.06,0.02,0,0,0.03,0.01,0.04,0,0.12,0.08,0,0,0.21,0.01,0.02,0,0.82,0.34,0.03,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0.04,0,0.01,0,0.1,0,0,0.01,0.02,0.01,0.08,0.88,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,4.3,0,0.06,0.01,0,0,0,0.41,0.35,0.31,0.13,0,0.04,0.27,0.05,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26031
172,126,F,33/48/20,SF09-052,TRTL_0711_14,2 kcal,LOW,2766.23,4016.64,1673.6,3.45,9.55,13.87,5.78,29.19,172_cecum_1,172_cecum,cecum,6.71,16.57,2.61,17.57,10.99,16.32,0,0.89,0.82,0.33,0,12.81,0.54,0.53,2.79,1.96,0.19,0.59,0.4,0.83,0,0.25,0.13,0.36,0,0.1,0.04,0,0,0.18,0.02,0.4,0,0.01,0.02,0,0,0.19,0.01,0.01,0,0.03,0.11,0.01,0,0,0,0.01,0.01,0.04,0,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0.03,0.03,0,0.01,0.66,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.12,3.61,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14618
173,127,M,33/20/48,SF09-055,TRTL_0711_15,2 kcal,LOW,2766.23,1673.6,4016.64,3.38,9.35,5.66,13.58,28.58,173_cecum_1,173_cecum,cecum,10.85,12.83,0.95,12.47,9.81,10.11,0,0.07,1.65,0.68,0,15.65,0.15,0.47,11.89,5.23,0,0.43,0.04,0.48,0,0.23,0.09,0.2,0,0.05,0.01,0,0,0.23,0.03,0.02,0,0.1,0.04,0,0.01,0.21,0.13,0.01,0,0.02,0.23,0,0,0.01,0.04,0,0.01,0.02,0,0,0,0.68,0,0.02,0.01,0.01,0,0.01,0.02,0,0,0.03,0.01,0,0.32,0,0.01,0.02,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,2.45,0,0.25,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19249
